,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age2,sex2,famaily,family
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,2,1,1,1
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,2,2,1,1
555,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,6,1,1,1
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,4,2,2,2
557,0,1,male,29.69911764705882,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,2,1,1,1
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,3,2,3,3
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,3,2,2,2
560,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,4,1,1,1
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,2,1,1,1
563,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
564,0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,C,Southampton,no,False,2,1,3,3
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,1,1
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,2,2,5,5
568,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,6,1,1,1
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,5,2,3,3
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,3,1,1,1
573,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,1,1
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,1,1,1
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,2,1,1
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,3,2,2,2
578,0,3,female,29.69911764705882,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,2,2,2,2
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,2,2,3,3
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,3,2,3,3
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,5,1,1,1
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,3,1,1,1
584,0,3,male,29.69911764705882,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,1,2,3,3
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,4,1,1,1
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,6,1,3,3
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
589,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,3,1,1,1
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,5,2,2,2
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,4,1,1,1
593,0,3,female,29.69911764705882,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,2,2,3,3
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,3,1,2,2
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,3,1,3,3
596,1,2,female,29.69911764705882,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,2,2,1,1
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,4,1,1,1
598,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,4,1,2,2
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,2,2,4,4
601,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
602,0,1,male,29.69911764705882,0,0,42.4,S,First,man,True,C,Southampton,no,True,2,1,1,1
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,4,1,1,1
604,1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,3,1,1,1
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,3,1,2,2
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3,1,1,1
607,1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,2,1,1,1
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,2,2,4,4
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,4,2,1,1
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,3,2,7,7
611,0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
612,1,3,female,29.69911764705882,1,0,15.5,Q,Third,woman,False,C,Queenstown,yes,False,2,2,2,2
613,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,2,2,4,4
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,C,Southampton,no,False,3,1,3,3
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,C,Southampton,no,False,2,2,2,2
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,0,2,4,4
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,2,1,1,1
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,C,Cherbourg,no,False,2,1,2,2
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,4,1,2,2
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,C,Cherbourg,yes,False,2,1,3,3
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,2,1,1,1
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,C,Southampton,no,True,2,1,1,1
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,6,1,1,1
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,C,Queenstown,no,True,5,1,1,1
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,2,2,1,1
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
629,0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,7,1,1,1
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,C,Southampton,no,True,5,1,1,1
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,3,1,1,1
633,0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,C,Southampton,no,True,2,1,1,1
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,0,2,6,6
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2,2,1,1
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,3,1,1,1
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,3,1,3,3
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,C,Southampton,no,False,4,2,6,6
639,0,3,male,29.69911764705882,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,1,2,2
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,2,1,1,1
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,2,2,1,1
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,0,2,6,6
643,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,0,2,4,4
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,4,1,2,2
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,1,1
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,5,1,1,1
648,0,3,male,29.69911764705882,0,0,7.55,S,Third,man,True,C,Southampton,no,True,2,1,1,1
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,C,Southampton,yes,True,2,2,1,1
650,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,C,Southampton,yes,False,1,2,2,2
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,C,Southampton,no,True,2,1,1,1
653,1,3,female,29.69911764705882,0,0,7.8292,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,C,Queenstown,no,True,1,2,1,1
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,2,1,3,3
656,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,C,Queenstown,no,False,3,2,3,3
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,5,1,3,3
660,1,1,male,50.0,2,0,133.65,S,First,man,True,C,Southampton,yes,False,5,1,3,3
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,4,1,1,1
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,4,1,1,1
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,3,1,1,1
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,C,Southampton,yes,False,2,1,2,2
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3,1,3,3
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
667,0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,C,Southampton,no,True,2,1,1,1
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,4,1,1,1
669,1,1,female,29.69911764705882,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2,2,2,2
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,C,Southampton,yes,False,4,2,3,3
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,3,1,2,2
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,7,1,1,1
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,3,1,1,1
674,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,1,1
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,C,Southampton,yes,True,1,2,1,1
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,C,Southampton,no,False,4,2,8,8
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,3,1,2,2
680,0,3,female,29.69911764705882,0,0,8.1375,Q,Third,woman,False,C,Queenstown,no,True,2,2,1,1
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,2,1,1,1
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,2,1,1,1
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,1,1,8,8
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,C,Southampton,no,False,6,1,3,3
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,C,Cherbourg,no,False,2,1,4,4
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,1,1,6,6
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,C,Southampton,no,True,1,1,1,1
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,1,1,1
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,1,2,2,2
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,3,1,2,2
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,C,Cherbourg,yes,False,0,2,2,2
692,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
694,0,1,male,60.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,6,1,1,1
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,5,1,1,1
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,4,1,1,1
697,1,3,female,29.69911764705882,0,0,7.7333,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,4,1,3,3
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,4,1,1,1
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,1,2,2,2
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,3,1,1,1
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,1,2,2,2
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,C,Southampton,no,False,2,1,2,2
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,C,Southampton,yes,True,4,2,1,1
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,4,1,1,1
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,C,Southampton,yes,True,2,2,1,1
709,1,3,male,29.69911764705882,1,1,15.2458,C,Third,man,True,C,Cherbourg,yes,False,2,1,3,3
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,2,2,1,1
711,0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,C,Southampton,no,True,2,1,1,1
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,4,1,2,2
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,C,Southampton,no,True,2,1,1,1
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,5,1,1,1
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,1,1,1
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,3,2,1,1
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,2,2,1,1
718,0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,3,1,1,1
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,C,Southampton,yes,False,0,2,2,2
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,C,Southampton,no,False,1,1,2,2
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,5,1,1,1
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,2,1,2,2
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,2,1,1,1
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,C,Southampton,yes,False,3,2,4,4
727,1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,1,2,2
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,C,Southampton,no,False,2,2,2,2
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,2,2,1,1
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,C,Cherbourg,no,True,1,1,1,1
732,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,C,Southampton,no,True,2,1,1,1
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,C,Southampton,no,False,4,2,5,5
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,3,1,1,1
738,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
739,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
740,1,1,male,29.69911764705882,0,0,30.0,S,First,man,True,D,Southampton,yes,True,2,1,1,1
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,3,1,2,2
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,2,2,5,5
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,1,2,2
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,7,1,3,3
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,C,Southampton,no,False,1,1,3,3
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,2,1,1
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,1,1,2,2
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3,1,1,1
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,C,Southampton,yes,False,0,2,3,3
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,0,1,2,2
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,3,1,1,1
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,4,2,4,4
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,C,Southampton,yes,False,0,1,3,3
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,C,Southampton,no,True,1,1,1,1
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,3,2,1,1
760,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,4,1,1,1
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,yes,True,2,1,1,1
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,3,2,4,4
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,1,1
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,5,2,2,2
766,0,1,male,29.69911764705882,0,0,39.6,C,First,man,True,C,Cherbourg,no,True,2,1,1,1
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,3,2,1,1
768,0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,True,C,Queenstown,no,False,2,1,2,2
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,C,Southampton,no,True,3,1,1,1
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,4,1,1,1
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,5,2,1,1
773,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,C,Southampton,yes,False,5,2,5,5
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,1,1,1,1
776,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,2,1,1,1
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,C,Southampton,yes,True,0,2,1,1
778,0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,4,2,2,2
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,C,Cherbourg,yes,True,1,2,1,1
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,1,2,2,2
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,2,1,1,1
783,0,3,male,29.69911764705882,1,2,23.45,S,Third,man,True,C,Southampton,no,False,2,1,4,4
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,2,1,1,1
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,C,Southampton,yes,True,1,2,1,1
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,0,1,6,6
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,C,Southampton,yes,False,0,1,4,4
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,4,1,1,1
790,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,1,1,1
792,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,C,Southampton,no,False,2,2,11,11
793,0,1,male,29.69911764705882,0,0,30.6958,C,First,man,True,C,Cherbourg,no,True,2,1,1,1
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,4,2,1,1
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,C,Southampton,yes,True,3,2,1,1
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,3,1,1,1
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,C,Southampton,no,False,3,2,3,3
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,3,2,3,3
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1,1,4,4
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,C,Cherbourg,yes,False,0,1,2,2
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,3,1,1,1
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,3,1,1,1
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True,1,2,1,1
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,3,2,2,2
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,C,Southampton,no,True,2,1,1,1
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,C,Southampton,no,True,3,1,1,1
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,3,1,1,1
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,0,2,7,7
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
815,0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,B,Southampton,no,True,2,1,1,1
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,C,Cherbourg,no,False,3,1,3,3
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,C,Southampton,no,True,4,1,1,1
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,1,1,6,6
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,5,2,3,3
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
822,0,1,male,38.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,3,1,1,1
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,2,2,2,2
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,0,1,6,6
825,0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
826,0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,C,Cherbourg,yes,False,0,1,3,3
828,1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,2,1,1,1
829,1,1,female,62.0,0,0,80.0,s,First,woman,False,B,Southampton,yes,True,6,2,1,1
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,C,Cherbourg,yes,False,1,2,2,2
